teaching,international,research,citations,income,num_students,student_staff_ratio,international_students,total_score,Label
23.3,30.7,21.9,51.1,33.4,15799,23.3,0.14,59.8,0
18.7,30.8,20.3,46.2,29.5,15799,23.3,0.14,59.8,0
23.7,56.6,22.5,67.4,33.6,36731,18.4,0.14,59.8,0
23.4,54.2,24.7,67.7,33.4,36731,18.4,0.14,59.8,0
22.2,54.2,25.8,64.4,32.8,36731,18.4,0.14,59.8,0
38.7,54.4,16.7,59.5,31.9,36731,18.4,0.14,59.8,0
24.3,52.9,8.7,62.3,24.9,36731,18.4,0.14,59.8,0
22.7,57.8,10.6,30.8,28.3,28037,18.2,0.14,59.8,0
26.1,46.4,27.6,39.2,89.4,24356,17.4,0.14,59.8,0
37.1,31.4,17.9,6.6,79.9,24356,17.4,0.14,59.8,0
30.8,52.9,22.4,39.7,62.9,19028,16.3,0.14,59.8,0
43.9,40.2,43.4,41.8,99.8,24043,15.8,0.14,59.8,0
48.9,35.9,44.3,39.9,98.5,24043,15.8,0.14,59.8,0
46.2,35.5,42.2,41.1,70.3,24043,15.8,0.14,59.8,0
44.7,27.3,43.7,39.4,52.1,24043,15.8,0.14,59.8,0
39.5,23.4,39.6,30.2,49.7,24043,15.8,0.14,59.8,0
37.2,41.5,34.1,39.4,75.9,24774,11.6,0.14,59.8,0
44.5,35.7,45.8,44.3,69.7,24774,11.6,0.14,59.8,0
41.5,23.3,33.6,36.9,47.9,24774,11.6,0.14,59.8,0
41.6,65.6,30,69,31.7,2218,8,0.14,59.8,0
52.6,39.6,36.4,94.8,39.4,10410,10,0.14,59.1,0
54.4,52.7,39.3,82.5,80.7,15408,8.5,0.14,58.8,0
36.9,76.8,50.7,79.8,68.3,23895,13.6,0.14,57.7,0
45.8,41.3,37.4,94.5,35.4,10410,10,0.14,57.3,0
51.1,37.6,34.4,88.8,26.1,2218,8,0.14,57,0
43.6,51.1,33.9,92.9,58.7,10410,10,0.14,56.4,0
40,83.7,42.5,76.6,82.9,14708,22.5,0.14,56.1,0
46.7,43.4,32.1,93.9,39.1,10410,10,0.14,56.1,0
45.2,49.4,33.3,90.1,60.7,10410,10,0.14,55.8,0
44.1,69.8,51.8,63.8,100,8176,16,0.14,55.6,0
55.4,44.9,51.7,56.9,99.8,8176,16,0.14,55.3,0
35.7,66.4,54.6,71.6,69.7,23895,13.6,0.14,55.3,0
37.3,68.7,47.9,63.6,100,8176,16,0.14,52.3,0
43,77.6,34.6,73.5,38.2,14708,22.5,0.14,52.1,0
42,80.7,36.9,70.1,47.4,14708,22.5,0.14,51.9,0
41.7,64,22.3,90.1,35.5,15286,5.7,0.14,51.9,0
43,77.3,36,69.7,42,14708,22.5,0.14,51.5,0
35.6,67.3,48,62.1,100,8176,16,0.14,51.3,0
34.3,71.3,41,70.7,57.3,8176,16,0.14,50.6,0
38.3,69,47.1,57.3,99.9,8176,16,0.14,50.5,0
35.4,74.4,43.9,66.5,39.5,30726,24.2,0.14,50.3,0
65.1,24.7,44.7,45,48,15408,8.5,0.14,50.1,0
30.7,69.3,49,64,67,23895,13.6,0.14,50,0
38.1,33.4,55.6,57.3,61.5,23895,13.6,0.14,49.9,0
30.9,66.3,47.5,66.5,59.8,23895,13.6,0.14,49.9,0
30.7,67.2,46.4,65.8,67.5,23895,13.6,0.14,49.6,0
40.8,61,25.9,79.6,28.9,2218,8,0.14,49.2,0
38.1,64.4,33.8,73,29.3,2218,8,0.14,49,0
56.4,32.9,35.6,59.8,48,15408,8.5,0.14,48.9,0
48.3,33.4,50.6,48.6,56.1,24774,11.6,0.14,48.2,0
52.5,29.1,40.4,57.7,48,15408,8.5,0.14,48,0
42.7,56.7,27.2,73.1,48,15286,5.7,0.14,48,0
51.1,43.3,28.2,62.2,80,15408,8.5,0.14,47.7,0
35.3,58.8,21.4,85.1,25.1,2218,8,0.14,47.6,0
37.1,63.3,35.2,67.7,30,2218,8,0.14,47.5,0
38.9,78.5,31.4,64.3,45.1,14708,22.5,0.14,47.4,0
51.9,43.6,25.6,62.3,71.9,15408,8.5,0.14,47,0
43,28,48.7,52.2,40.4,24774,11.6,0.14,46.9,0
48.7,33.1,27,69.7,48,15286,5.7,0.14,46.9,0
43.2,32.9,25.8,71.5,48,15286,5.7,0.14,45.3,0
44.5,35,47,44.2,70.1,24774,11.6,0.14,45.1,0
45.7,30.3,23.3,70.3,48,15286,5.7,0.14,44.8,0
74.7,39.1,81.3,97,41.3,44020,11.8,0.13,79.9,1
68.2,49,77.1,95.9,32.8,44020,11.8,0.13,78,1
70.5,62.8,77.4,85.7,100,35691,15.5,0.13,77.3,1
70.8,36.9,74,98.2,31.8,44020,11.8,0.13,76.5,1
67.1,51.2,70,98.6,43.1,44020,11.8,0.13,75.6,1
65.6,43.2,69.2,95.6,43.1,44020,11.8,0.13,73.4,1
64.5,47.9,68.9,95,44.7,44020,11.8,0.13,73.2,1
65.1,56.4,69.1,83,100,35691,15.5,0.13,71.9,1
67.9,51.7,71.6,82.7,52.5,35364,13.9,0.13,71.8,1
68,51.4,68.7,83.4,52.5,35364,13.9,0.13,71.2,1
60.1,58.4,72.7,84.3,57.3,35364,13.9,0.13,71,1
66.1,28.7,74,84.7,48,46825,18,0.13,70.5,1
65.4,54.7,66.5,85.5,42,35691,15.5,0.13,70.4,1
66.1,25.6,72.5,85.4,48,46825,18,0.13,70,1
63.8,54.3,59.9,84.6,40.7,35691,15.5,0.13,67.6,1
59.9,33.8,64.7,82.9,48,46825,18,0.13,65.9,1
53.5,35.3,61,88,98.5,46825,18,0.13,65.9,1
57.6,23,69.1,76.4,48,46825,18,0.13,65.6,1
57.3,60.5,70.7,68.8,48,35364,13.9,0.13,65,1
61.4,31.7,62.7,81.2,48,46825,18,0.13,64.9,1
54.4,52.9,59.7,80.4,55.4,35364,13.9,0.13,63.7,1
55.5,53.7,56.4,81.2,51.3,35364,13.9,0.13,63.2,1
55.4,56.3,54.1,83.3,41.4,35691,15.5,0.13,63.1,1
59.1,43.1,57.5,76.4,40.4,35691,15.5,0.13,63,1
32.8,51.7,30,54.4,66.6,38675,46.3,0.13,59.8,0
34.9,46.6,28.3,36,59.7,38675,46.3,0.13,59.8,0
36.7,48.3,32.9,42.4,54.3,38675,46.3,0.13,59.8,0
31.5,53.6,22.5,42,47.4,38675,46.3,0.13,59.8,0
27.8,50.9,20.9,42,45.2,38675,46.3,0.13,59.8,0
36.7,63,22.1,64.9,33.1,71749,45.5,0.13,59.8,0
30.9,50.3,33.8,51.5,52.8,9163,41.2,0.13,59.8,0
16.4,48.3,16,75.4,28.9,24121,25.9,0.13,59.8,0
18.4,51.3,18.1,80.5,28.8,24121,25.9,0.13,59.8,0
19.3,64,18,75.2,28.5,24121,25.9,0.13,59.8,0
12.9,49,13.7,58.1,25.8,24121,25.9,0.13,59.8,0
17.3,49,11.4,20.9,48,29714,20.3,0.13,59.8,0
14.9,58.1,12.5,57.5,28.8,18513,19.8,0.13,59.8,0
16.4,62.1,11.6,45.9,28.8,18513,19.8,0.13,59.8,0
12.3,52.6,9.3,48.4,26.9,18513,19.8,0.13,59.8,0
19.8,76.5,16.3,36.6,34,12212,19.8,0.13,59.8,0
27.3,49.9,23.2,77.5,34.2,10901,18.3,0.13,59.8,0
33.2,39.1,27.6,31.2,30.9,86519,17.5,0.13,59.8,0
23.1,54,17.2,45.5,67.5,6147,15.5,0.13,59.8,0
43,41.2,27.3,74.8,48,62468,13.6,0.13,59.8,0
19,53.7,7.7,7.8,28.8,35577,13.6,0.13,59.8,0
17.4,29.8,13.4,25.1,30.4,12965,13.5,0.13,59.8,0
22.9,43.9,14.4,39.7,37.7,14104,13.1,0.13,59.8,0
34.2,58.6,21.6,83.2,31.6,16130,12.1,0.13,59.8,0
26.3,51.7,14.6,44.7,31.1,16270,9,0.13,59.8,0
45.6,31.9,47.6,42.2,70.9,9586,7.3,0.13,59.8,0
41.4,32.4,30.8,26.2,38.2,7131,7.1,0.13,59.8,0
24.6,43.8,17.2,70.5,33.4,7131,7.1,0.13,59.8,0
24.8,33.7,17.5,10.8,67.2,4441,6.7,0.13,59.8,0
45.1,63.6,47.5,85.3,48,32474,70.4,0.13,58.8,0
62.9,24.8,63.4,45.5,60.5,9586,7.3,0.13,55.4,0
58,29.6,56.1,52,65.3,9586,7.3,0.13,53.7,0
48.3,36,44.2,72.5,48,62468,13.6,0.13,53.2,0
56,24.9,58.9,49.5,66.3,9586,7.3,0.13,52.8,0
32.9,63.3,28,90.7,37.2,10901,18.3,0.13,51.2,0
35,44.1,33,84.7,40,10901,18.3,0.13,51.1,0
48.5,37.7,42.5,63.2,48,62468,13.6,0.13,51,0
53.5,37,52.9,48.1,69.4,9586,7.3,0.13,50.9,0
52.4,32.1,51.4,52,67.5,9586,7.3,0.13,50.8,0
46.8,37.7,34.5,73.7,48,62468,13.6,0.13,50.2,0
46.5,37.1,35.1,73.1,48,62468,13.6,0.13,50.1,0
45.8,38.3,37,71.5,48,62468,13.6,0.13,50.1,0
40.9,54,26.1,80.4,48,32474,70.4,0.13,49,0
36.6,56.3,26.5,81.8,36.3,16130,12.1,0.13,48.6,0
46.8,46.8,33.8,65.3,29.4,32474,70.4,0.13,48.5,0
25.1,63.2,28.3,88.3,35.9,10901,18.3,0.13,48.1,0
39.1,57.1,27.6,75.6,36.1,16130,12.1,0.13,47.8,0
38,57.3,29.3,73,31.3,16130,12.1,0.13,47.1,0
27,51.7,27.1,85.2,37.3,10901,18.3,0.13,46.6,0
32.2,54.8,22.2,83.8,48,32474,70.4,0.13,46.1,0
35.8,54.2,20.4,80.7,48,32474,70.4,0.13,45.6,0
23.4,54.3,16.1,87.6,37.6,10901,18.3,0.13,43.1,0
57.3,44.5,55.9,92.5,31.7,25581,25.6,0.12,67,1
66.7,46.3,60.9,80.1,49.5,51462,13.4,0.12,67,1
55,34.9,69.2,81.4,59.7,44501,12.4,0.12,65.8,1
53.5,29.5,66.7,83.4,61.6,44501,12.4,0.12,64.9,1
55.3,33.7,65.9,79.4,60,44501,12.4,0.12,64.2,1
50,51,52.5,92.5,34.4,25581,25.6,0.12,63.2,1
61.8,42.2,56.2,77.5,49.9,51462,13.4,0.12,63,1
54.6,37.4,64.8,76,60.4,44501,12.4,0.12,62.9,1
43.3,63.9,56.9,84,92.4,24556,25.6,0.12,62.4,1
50.4,40.8,61.9,80.5,56.2,44501,12.4,0.12,62.3,1
63.5,64,54.9,67.2,48,51462,13.4,0.12,62.1,1
58.3,48.1,52.9,79.4,47.7,51462,13.4,0.12,62,1
47,58.2,59.8,79.3,59.2,28327,38.9,0.12,61.7,1
44.1,59.6,61,80.9,39.5,25266,18.2,0.12,61.2,1
62,42.2,55.4,68.6,48,23845,10.2,0.12,61.1,1
46.9,53.9,48,92.3,32.8,25581,25.6,0.12,61,1
54,51.5,51.1,80.4,46.8,51462,13.4,0.12,60.7,1
51.4,48,50.9,84.1,32.7,25581,25.6,0.12,60.3,1
45.1,51.5,48.8,89.6,41.2,25581,25.6,0.12,59.9,0
36.5,43.2,36.9,39,69.6,22401,62.7,0.12,59.8,0
30.9,47.2,15.4,39.5,42.7,22401,62.7,0.12,59.8,0
36.6,48.2,19.1,35.1,40.3,22401,62.7,0.12,59.8,0
28.2,51.4,15.9,21.7,38.9,22401,62.7,0.12,59.8,0
27,58.9,30.7,59.9,59.5,10930,59.1,0.12,59.8,0
30.5,57,33.4,59.4,52.5,10930,59.1,0.12,59.8,0
32.6,58.5,35.6,64.5,51.9,10930,59.1,0.12,59.8,0
31.1,56.6,21.6,71.8,32.3,28327,38.9,0.12,59.8,0
36.3,56.3,25.1,73.8,31.6,28327,38.9,0.12,59.8,0
28.7,49.5,15,71.8,38.4,35487,37.4,0.12,59.8,0
29.7,48.9,15.6,63.9,36.1,35487,37.4,0.12,59.8,0
27.3,49.2,13.8,57.4,31.9,35487,37.4,0.12,59.8,0
23.7,64.8,17.3,55.1,30.2,20584,26.8,0.12,59.8,0
26.9,59.7,17.6,57.4,29.5,20584,26.8,0.12,59.8,0
24.6,59.9,14.4,51,29.5,20584,26.8,0.12,59.8,0
24.9,68.9,16.3,53.3,29.3,20584,26.8,0.12,59.8,0
24.9,63.8,14,55.1,25.5,20584,26.8,0.12,59.8,0
15.6,47.7,15.8,34.2,34.4,11550,22.8,0.12,59.8,0
28.6,36.4,25,56.3,75.9,30025,22.2,0.12,59.8,0
24.1,33.6,17.6,33.9,69.8,30025,22.2,0.12,59.8,0
27.2,38.1,23.8,47.7,68.1,30025,22.2,0.12,59.8,0
27.6,42.9,26.6,55.8,67.8,30025,22.2,0.12,59.8,0
30.1,48.8,31.7,76.3,66.3,30025,22.2,0.12,59.8,0
23.9,59.6,12.7,23.4,75.8,14353,20.5,0.12,59.8,0
27.5,32.9,24.7,20.4,66.8,24929,19.7,0.12,59.8,0
25.3,54.6,22,71.7,30.6,51239,19.4,0.12,59.8,0
24.6,38.4,22.8,63.7,99.4,5287,18.2,0.12,59.8,0
28.5,35.5,30.3,71.8,83.7,5287,18.2,0.12,59.8,0
26.1,40.8,16.9,25.9,31.6,31035,17.9,0.12,59.8,0
28.3,48.4,41.9,63.8,38.6,26420,16.4,0.12,59.8,0
23.4,47.1,35.8,64.1,38,26420,16.4,0.12,59.8,0
25.8,48.4,37.7,55.7,37.7,26420,16.4,0.12,59.8,0
24.1,46.8,38.2,64.4,37,26420,16.4,0.12,59.8,0
37.7,54,29.1,59.3,68.5,27227,16.2,0.12,59.8,0
35.8,55.7,29.9,58.1,62.7,27227,16.2,0.12,59.8,0
37.5,63.8,31.7,62.2,57.5,27227,16.2,0.12,59.8,0
36.4,54.4,27.3,57.5,56.6,27227,16.2,0.12,59.8,0
23.5,40.6,18.4,28.7,52.8,7647,15.5,0.12,59.8,0
17.8,53,10.3,44.7,31.7,22186,13.9,0.12,59.8,0
42.2,28.9,16.5,41.1,35.9,11604,12,0.12,59.8,0
24.3,29.7,15.9,10.9,28.4,24227,11.8,0.12,59.8,0
28.3,71,26.8,66.2,41.1,11623,11.1,0.12,59.8,0
30.8,62.9,28.2,66.6,34.7,11623,11.1,0.12,59.8,0
29.5,65.3,27.9,68.5,34.2,11623,11.1,0.12,59.8,0
34.8,36.9,20.8,7.6,44,10413,9.9,0.12,59.8,0
34.3,44.4,16.3,15.5,28,5395,7,0.12,59.8,0
51.6,53,46.6,83.2,53.1,51462,13.4,0.12,59.7,0
43.8,49.8,61,71.6,85.2,24556,25.6,0.12,58.8,0
49.3,56.4,54.5,72.7,31.8,25581,25.6,0.12,58,0
48.6,56.3,63.9,58.2,44.1,25266,18.2,0.12,56.6,0
46.3,19.9,49.2,77.6,44,44501,12.4,0.12,56,0
47.2,59.1,65.1,53.3,43.4,25266,18.2,0.12,55.2,0
38.6,63,47.4,78.3,30.5,20626,22,0.12,55.1,0
55.9,27.9,43,73.5,48.6,23845,10.2,0.12,55,0
40.2,57.5,53,70.9,39.6,25266,18.2,0.12,54.6,0
41.5,53,44.7,74,54.7,28327,38.9,0.12,53.4,0
38.8,43.4,37.5,87.3,37.9,23845,10.2,0.12,53.3,0
36.9,56.1,50.8,68.1,88.9,24556,25.6,0.12,53.1,0
36,53,48.6,71.1,87.6,24556,25.6,0.12,52.9,0
39.9,66.6,42.1,73.1,41.5,11623,11.1,0.12,52.7,0
41.4,47.7,45.8,66.1,99.7,35487,37.4,0.12,52.1,0
48.7,31.8,35.9,76.9,49.8,23845,10.2,0.12,52.1,0
38.9,57.8,49.7,66.4,40.5,25266,18.2,0.12,51.9,0
49.7,30.2,33.9,77.5,49.4,23845,10.2,0.12,51.8,0
39.8,44.7,42,70.8,99.5,35487,37.4,0.12,51.6,0
49.6,77.9,62.2,40.7,39.5,25266,18.2,0.12,51.6,0
27.5,59.5,33.3,91.2,42.5,20626,22,0.12,51.1,0
29.1,62.8,32.5,90.3,33.5,20626,22,0.12,51.1,0
26.1,52.6,26.7,97.1,79.4,5287,18.2,0.12,50.9,0
38.5,58.3,46.7,61.9,92.4,10930,59.1,0.12,50.8,0
28.5,58.3,39.8,81.8,30.3,26420,16.4,0.12,50.2,0
29.4,61.6,27.5,91.5,39.5,20626,22,0.12,50.1,0
32.5,70,31.5,82.4,36.2,11623,11.1,0.12,50.1,0
41.7,35.5,56.4,54.1,34.2,24556,25.6,0.12,49.7,0
22.7,47.3,27.2,97.1,74.8,5287,18.2,0.12,49.5,0
32.4,47.3,52.4,62.4,59.9,24556,25.6,0.12,49.2,0
37,26.4,42.2,74.7,34.7,23845,10.2,0.12,49,0
25.9,62.2,25.8,91.8,37.6,20626,22,0.12,48.7,0
24.9,51.2,22.5,94.3,66,5287,18.2,0.12,48,0
27.8,30,30.9,89.6,31,20626,22,0.12,47.5,0
42.7,93.6,40.1,51.3,48,10930,59.1,0.12,47.3,0
45.9,57.8,36.3,57.3,32.3,28327,38.9,0.12,47,0
34.4,58.1,24.1,67.6,31,28327,38.9,0.12,43,0
29,73.5,26.6,65.2,42.1,11623,11.1,0.12,42.8,0
29,63.7,29.7,62.8,49.9,10930,59.1,0.12,42.5,0
76.1,29.8,80.1,88.2,54.8,39655,10.8,0.11,76.9,1
74.3,23.8,77.3,90.6,55.3,39655,10.8,0.11,75.8,1
56.1,58.3,73.5,99.4,100,22020,27.3,0.11,75.6,1
63.4,34.2,79,96.2,43.9,27233,6.5,0.11,75.2,1
56.6,64.3,68,98.8,89.8,22020,27.3,0.11,75,1
59.8,31.6,76.3,90.8,51.8,27233,6.5,0.11,73.2,1
61.4,31.5,72,97.8,51.8,27233,6.5,0.11,73,1
52.6,61.5,66,99.2,90.4,22020,27.3,0.11,72.2,1
56.9,42.9,69.8,98.7,56.7,27233,6.5,0.11,72.2,1
55,52.6,65.3,99.9,85,22020,27.3,0.11,72.1,1
67.7,33.6,71.3,87.7,53.3,39655,10.8,0.11,71.9,1
69.8,32.3,67.7,87.2,51.2,39655,10.8,0.11,71.1,1
49.4,64.3,61.4,99.2,87.1,22020,27.3,0.11,70,1
65.1,33,68.2,86.6,48.5,39655,10.8,0.11,69.7,1
52,37,66.6,96.4,54.2,27233,6.5,0.11,68.6,1
47.8,61.8,58.2,99.4,86.7,22020,27.3,0.11,68.4,1
52.2,66.5,64.7,87.4,62.8,24570,14.4,0.11,67.8,1
52,35.6,63,96.7,48.4,27233,6.5,0.11,67.4,1
61.3,22.6,72.6,67.9,53.9,56959,13,0.11,64.7,1
57.1,31.7,62.6,77.8,52.8,56959,13,0.11,62.9,1
54,27.3,58.3,80.1,53.2,56959,13,0.11,61.1,1
45.6,57,61.3,75.1,49,24570,14.4,0.11,60.1,1
32.3,48.5,27,81.3,82.3,36051,46.6,0.11,59.8,0
21.9,49.2,13.7,64.1,44.2,36051,46.6,0.11,59.8,0
20.4,47.7,12,59.9,41.7,36051,46.6,0.11,59.8,0
24.4,50.2,14.7,54.7,41.1,36051,46.6,0.11,59.8,0
29.7,53.4,18.7,63.6,48,43280,43.4,0.11,59.8,0
25.6,52.1,18.4,65.3,28.8,43280,43.4,0.11,59.8,0
24.6,75.6,22.8,50.2,36.6,7653,28,0.11,59.8,0
24.9,70.3,20.9,34.6,33,7653,28,0.11,59.8,0
25.7,69.2,23.9,28.1,30.8,7653,28,0.11,59.8,0
22.9,74.8,18.6,22.1,27.1,7653,28,0.11,59.8,0
30.8,40,29.3,45.1,52.8,28576,27.8,0.11,59.8,0
31.6,43.4,29.4,48.2,43.5,28576,27.8,0.11,59.8,0
31.6,38.6,32.4,44.4,43.5,28576,27.8,0.11,59.8,0
27.1,57.8,26.9,49.7,41.8,28576,27.8,0.11,59.8,0
29.5,40.2,31.7,27.7,40.7,28576,27.8,0.11,59.8,0
33.9,53,27.6,55.7,46.3,18590,25.6,0.11,59.8,0
30.9,50,32.7,50,46,18590,25.6,0.11,59.8,0
19.6,35.1,12.2,69.4,48,33866,22.2,0.11,59.8,0
19,70.4,22.8,81.4,40.7,11713,21.9,0.11,59.8,0
20.6,70.2,30,79,36.6,17581,21.5,0.11,59.8,0
18.1,67,28.5,75.5,30.1,17581,21.5,0.11,59.8,0
21.4,50.9,8.8,46.3,48,26612,20.8,0.11,59.8,0
31.5,30.2,21.7,70.4,48,24418,20.2,0.11,59.8,0
21.2,33.5,22.7,72.6,30.8,24418,20.2,0.11,59.8,0
28.3,46.2,26.5,42.4,34.8,22795,19,0.11,59.8,0
20.6,55.8,11.6,27.4,29.4,22795,19,0.11,59.8,0
17.9,60.5,11.9,26.4,29.3,10665,18.9,0.11,59.8,0
31.2,35.4,29.4,61.5,54,29991,17.4,0.11,59.8,0
31.7,30.5,43.1,39.1,92.2,7446,17.4,0.11,59.8,0
27.7,26.7,42.6,30.9,82,7446,17.4,0.11,59.8,0
25.5,21.6,40.4,33,47.9,7446,17.4,0.11,59.8,0
26.8,18.8,42.5,33.1,46.8,7446,17.4,0.11,59.8,0
24.3,15.6,37,19.4,42.9,7446,17.4,0.11,59.8,0
23.6,50,17.1,62.6,48,35308,16.1,0.11,59.8,0
21.3,50.5,13.2,66.5,34.5,35308,16.1,0.11,59.8,0
19.1,52.1,17.2,62.6,33.6,35308,16.1,0.11,59.8,0
21.2,50.6,16.3,61.4,33.3,35308,16.1,0.11,59.8,0
31.8,26.7,40.1,28.4,100,21234,14.4,0.11,59.8,0
31.5,24.9,40.7,27.6,100,21234,14.4,0.11,59.8,0
29.8,27.7,40.2,27.2,100,21234,14.4,0.11,59.8,0
33.1,22.9,40.3,30.4,99.9,21234,14.4,0.11,59.8,0
24.6,30.6,14.7,43.3,42,29623,14,0.11,59.8,0
21.8,39.5,14.6,24.5,38.3,41500,13.8,0.11,59.8,0
36.1,49,30.5,60,40.7,30533,13.6,0.11,59.8,0
34.8,29.2,28.8,47.6,35.7,30533,13.6,0.11,59.8,0
42.5,40.5,29.7,50,32.6,25742,13,0.11,59.8,0
36.1,38.7,22.8,49.9,31.7,25742,13,0.11,59.8,0
37.6,38.8,27.1,45.4,31.1,25742,13,0.11,59.8,0
35.9,43.1,25.6,57,30.9,25742,13,0.11,59.8,0
41.6,37.9,31.9,54.1,46.7,32175,12.2,0.11,59.8,0
45.3,38.6,39.5,51.3,46.3,32175,12.2,0.11,59.8,0
42.4,36.1,26.2,42.9,40.5,32175,12.2,0.11,59.8,0
44.7,38.6,30.4,61.1,28,32175,12.2,0.11,59.8,0
41,32.3,26.7,73.5,54.1,27526,11.6,0.11,59.8,0
18.7,49.1,6.3,13.2,28.6,17000,9.2,0.11,59.8,0
42,60.5,55.4,76.6,56.7,24570,14.4,0.11,58.2,0
44.8,40.3,49.1,78.7,52.8,56959,13,0.11,56.1,0
38.3,58.3,54.1,75,50.2,24570,14.4,0.11,55.9,0
41.7,56.4,54.7,68.3,42.5,24570,14.4,0.11,54.7,0
40.2,48.9,36.3,88.1,52.2,56959,13,0.11,54.3,0
32.9,52,48.3,79.1,27.4,17581,21.5,0.11,53.4,0
48.6,31.7,59.8,54.8,48,27526,11.6,0.11,53.3,0
42.2,53.1,38,75,68.5,43280,43.4,0.11,52.3,0
49.3,23.2,49.6,58.2,49.6,29991,17.4,0.11,51,0
40.7,33.1,38.9,74.6,52,56959,13,0.11,50.1,0
